experiment_subnum,Plasticity.lambda_plus,Plasticity.lambda_minus,Plasticity.lambda_h,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,num-epochs_avg,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
210,0.039999999999999994,0.002,0.006,0.264,0.348,0.437,0.571,0.2,20.0,0.0,0.0,0.0,0.0,0.0,0.264,0.348,0.437,0.571,0.2,7.639,8.847,9.716,10.969,6.7,19.04.24 - 06:38
211,0.039999999999999994,0.002,0.008,0.197,0.285,0.392,0.537,0.1,35.0,0.012,0.008,0.005,0.004,0.017,0.189,0.28,0.389,0.535,0.083,6.805,7.902,9.15,10.552,5.95,19.04.24 - 06:39
212,0.039999999999999994,0.002,0.01,0.101,0.195,0.325,0.484,0.05,56.0,0.0,0.001,0.001,0.001,0.0,0.101,0.194,0.325,0.484,0.05,5.549,6.545,8.036,9.698,4.85,19.04.24 - 06:39
213,0.039999999999999994,0.002,0.012,0.034,0.117,0.269,0.442,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.034,0.117,0.269,0.442,0.0,4.648,5.93,7.722,9.467,3.8,19.04.24 - 06:40
214,0.039999999999999994,0.002,0.014,0.022,0.101,0.249,0.427,0.0,73.0,0.0,0.011,0.009,0.007,0.0,0.022,0.091,0.242,0.421,0.0,4.614,5.548,7.343,9.18,3.95,19.04.24 - 06:40
215,0.039999999999999994,0.002,0.016,0.032,0.076,0.205,0.394,0.017,57.0,0.0,0.009,0.008,0.006,0.0,0.032,0.072,0.201,0.391,0.017,4.661,5.365,6.902,8.824,4.433,19.04.24 - 06:41
216,0.039999999999999994,0.002,0.018000000000000002,0.0,0.035,0.164,0.363,0.0,56.0,0.0,0.007,0.006,0.005,0.0,0.0,0.028,0.158,0.359,0.0,4.158,4.893,6.582,8.604,3.967,19.04.24 - 06:42
217,0.039999999999999994,0.002,0.02,0.052,0.105,0.209,0.397,0.033,54.0,0.019,0.022,0.022,0.017,0.017,0.033,0.083,0.188,0.381,0.017,4.521,5.401,6.741,8.73,4.2,19.04.24 - 06:42
218,0.039999999999999994,0.002,0.022000000000000002,0.007,0.06,0.157,0.354,0.0,63.0,0.002,0.018,0.026,0.019,0.0,0.005,0.042,0.134,0.337,0.0,4.027,4.801,6.097,8.208,3.683,19.04.24 - 06:43
219,0.039999999999999994,0.002,0.024,0.0,0.014,0.094,0.303,0.0,49.0,0.0,0.001,0.014,0.01,0.0,0.0,0.013,0.084,0.295,0.0,3.633,4.032,5.363,7.626,3.633,19.04.24 - 06:44
220,0.039999999999999994,0.0025,0.004,0.448,0.469,0.548,0.661,0.383,-1,0.0,0.0,0.0,0.0,0.0,0.448,0.469,0.548,0.661,0.383,10.209,10.543,11.32,12.24,9.117,19.04.24 - 06:44
221,0.039999999999999994,0.0025,0.006,0.412,0.47,0.556,0.667,0.3,-1,0.0,0.0,0.0,0.0,0.0,0.412,0.47,0.556,0.667,0.3,9.409,10.048,10.842,11.881,7.967,19.04.24 - 06:45
222,0.039999999999999994,0.0025,0.008,0.305,0.386,0.501,0.626,0.217,19.0,0.0,0.0,0.0,0.0,0.0,0.305,0.386,0.501,0.626,0.217,8.273,9.186,10.31,11.482,7.95,19.04.24 - 06:45
223,0.039999999999999994,0.0025,0.01,0.198,0.285,0.416,0.558,0.133,38.0,0.0,0.0,0.0,0.0,0.0,0.198,0.285,0.416,0.558,0.133,6.938,7.777,9.214,10.63,6.083,19.04.24 - 06:46
224,0.039999999999999994,0.0025,0.012,0.116,0.204,0.338,0.5,0.067,50.0,0.0,0.0,0.0,0.0,0.0,0.116,0.204,0.338,0.5,0.067,5.975,6.929,8.475,10.082,4.983,19.04.24 - 06:47
225,0.039999999999999994,0.0025,0.014,0.091,0.204,0.334,0.497,0.05,63.0,0.0,0.0,0.0,0.0,0.0,0.091,0.204,0.334,0.497,0.05,5.479,6.68,8.29,9.947,4.8,19.04.24 - 06:47
226,0.039999999999999994,0.0025,0.016,0.02,0.107,0.257,0.436,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.02,0.107,0.257,0.436,0.0,4.246,5.567,7.302,9.168,3.517,19.04.24 - 06:48
227,0.039999999999999994,0.0025,0.018000000000000002,0.057,0.132,0.266,0.442,0.0,79.0,0.0,0.007,0.005,0.003,0.0,0.057,0.125,0.261,0.439,0.0,4.801,5.84,7.374,9.226,4.067,19.04.24 - 06:48
228,0.039999999999999994,0.0025,0.02,0.093,0.171,0.271,0.447,0.033,62.0,0.029,0.063,0.042,0.031,0.0,0.064,0.11,0.23,0.416,0.033,4.723,5.717,7.074,8.999,4.433,19.04.24 - 06:49
229,0.039999999999999994,0.0025,0.022000000000000002,0.021,0.062,0.18,0.378,0.0,64.0,0.007,0.011,0.007,0.006,0.0,0.013,0.051,0.173,0.373,0.0,4.123,4.759,6.377,8.471,3.967,19.04.24 - 06:50
230,0.039999999999999994,0.0025,0.024,0.0,0.018,0.146,0.353,0.0,53.0,0.0,0.006,0.009,0.007,0.0,0.0,0.012,0.138,0.347,0.0,3.805,4.644,6.289,8.41,3.717,19.04.24 - 06:50
231,0.039999999999999994,0.003,0.004,0.52,0.559,0.644,0.733,0.5,-1,0.0,0.0,0.0,0.0,0.0,0.52,0.559,0.644,0.733,0.5,10.519,10.856,11.628,12.471,10.35,19.04.24 - 06:51
232,0.039999999999999994,0.003,0.006,0.467,0.505,0.616,0.712,0.4,-1,0.0,0.0,0.0,0.0,0.0,0.467,0.505,0.616,0.712,0.4,9.957,10.57,11.568,12.426,9.083,19.04.24 - 06:51
233,0.039999999999999994,0.003,0.008,0.424,0.506,0.618,0.714,0.3,-1,0.0,0.0,0.0,0.0,0.0,0.424,0.506,0.618,0.714,0.3,9.569,10.402,11.465,12.349,8.183,19.04.24 - 06:52
234,0.039999999999999994,0.003,0.01,0.348,0.386,0.521,0.641,0.317,-1,0.0,0.0,0.0,0.0,0.0,0.348,0.386,0.521,0.641,0.317,8.468,9.237,10.573,11.68,8.3,19.04.24 - 06:53
235,0.039999999999999994,0.003,0.012,0.241,0.334,0.466,0.599,0.183,19.0,0.0,0.0,0.0,0.0,0.0,0.241,0.334,0.466,0.599,0.183,7.478,8.32,9.8,11.1,7.033,19.04.24 - 06:53
236,0.039999999999999994,0.003,0.014,0.229,0.316,0.449,0.587,0.2,17.0,0.0,0.0,0.0,0.0,0.0,0.229,0.316,0.449,0.587,0.2,7.29,8.208,9.617,10.963,6.35,19.04.24 - 06:54
237,0.039999999999999994,0.003,0.016,0.179,0.262,0.39,0.539,0.117,32.0,0.0,0.0,0.0,0.0,0.0,0.179,0.262,0.39,0.539,0.117,6.97,7.948,9.285,10.686,6.183,19.04.24 - 06:54
238,0.039999999999999994,0.003,0.018000000000000002,0.09,0.188,0.324,0.49,0.017,74.0,0.009,0.005,0.003,0.002,0.0,0.083,0.185,0.322,0.488,0.017,5.851,6.943,8.468,10.07,5.133,19.04.24 - 06:55
239,0.039999999999999994,0.003,0.02,0.087,0.158,0.299,0.472,0.033,59.0,0.0,0.0,0.0,0.0,0.0,0.087,0.158,0.299,0.472,0.033,5.405,6.431,7.943,9.685,4.717,19.04.24 - 06:56
240,0.039999999999999994,0.003,0.022000000000000002,0.048,0.116,0.255,0.438,0.017,66.0,0.0,0.002,0.001,0.001,0.0,0.048,0.114,0.254,0.437,0.017,4.621,5.759,7.343,9.225,3.75,19.04.24 - 06:56
241,0.039999999999999994,0.003,0.024,0.025,0.102,0.232,0.418,0.017,62.0,0.013,0.01,0.008,0.006,0.017,0.012,0.093,0.226,0.413,0.0,4.456,5.532,7.051,8.978,4.033,19.04.24 - 06:57
242,0.039999999999999994,0.0035,0.004,0.555,0.648,0.748,0.811,0.55,-1,0.0,0.0,0.0,0.0,0.0,0.555,0.648,0.748,0.811,0.55,10.805,11.692,12.637,13.227,10.75,19.04.24 - 06:57
243,0.039999999999999994,0.0035,0.006,0.517,0.619,0.724,0.793,0.483,-1,0.0,0.0,0.0,0.0,0.0,0.517,0.619,0.724,0.793,0.483,10.892,11.66,12.56,13.17,10.65,19.04.24 - 06:58
244,0.039999999999999994,0.0035,0.008,0.458,0.528,0.665,0.749,0.45,-1,0.0,0.0,0.0,0.0,0.0,0.458,0.528,0.665,0.749,0.45,9.516,10.491,11.812,12.609,8.967,19.04.24 - 06:59
245,0.039999999999999994,0.0035,0.01,0.425,0.475,0.623,0.717,0.383,-1,0.0,0.0,0.0,0.0,0.0,0.425,0.475,0.623,0.717,0.383,9.436,10.286,11.617,12.462,8.683,19.04.24 - 06:59
246,0.039999999999999994,0.0035,0.012,0.381,0.436,0.583,0.687,0.367,-1,0.0,0.0,0.0,0.0,0.0,0.381,0.436,0.583,0.687,0.367,8.689,9.662,11.083,12.062,8.217,19.04.24 - 07:00
247,0.039999999999999994,0.0035,0.014,0.334,0.377,0.529,0.646,0.283,-1,0.0,0.0,0.0,0.0,0.0,0.334,0.377,0.529,0.646,0.283,7.779,8.85,10.404,11.553,7.433,19.04.24 - 07:00
248,0.039999999999999994,0.0035,0.016,0.273,0.336,0.472,0.604,0.233,8.0,0.0,0.0,0.0,0.0,0.0,0.273,0.336,0.472,0.604,0.233,7.185,8.092,9.74,11.055,6.7,19.04.24 - 07:01
249,0.039999999999999994,0.0035,0.018000000000000002,0.249,0.316,0.449,0.587,0.183,26.0,0.0,0.0,0.0,0.0,0.0,0.249,0.316,0.449,0.587,0.183,7.457,8.2,9.613,10.96,7.0,19.04.24 - 07:01
250,0.039999999999999994,0.0035,0.02,0.163,0.243,0.375,0.531,0.083,43.0,0.0,0.0,0.0,0.0,0.0,0.163,0.243,0.375,0.531,0.083,6.638,7.393,8.842,10.382,5.833,19.04.24 - 07:02
251,0.039999999999999994,0.0035,0.022000000000000002,0.132,0.225,0.348,0.508,0.083,47.0,0.0,0.0,0.0,0.0,0.0,0.132,0.225,0.348,0.508,0.083,5.657,6.844,8.376,9.999,4.95,19.04.24 - 07:03
252,0.039999999999999994,0.0035,0.024,0.085,0.183,0.316,0.484,0.05,55.0,0.0,0.0,0.0,0.0,0.0,0.085,0.183,0.316,0.484,0.05,5.355,6.514,8.093,9.791,4.783,19.04.24 - 07:03
253,0.039999999999999994,0.004,0.004,0.811,0.865,0.91,0.933,0.667,-1,0.0,0.0,0.0,0.0,0.0,0.811,0.865,0.91,0.933,0.667,13.263,13.799,14.2,14.4,11.7,19.04.24 - 07:04
254,0.039999999999999994,0.004,0.006,0.651,0.772,0.848,0.886,0.567,-1,0.0,0.0,0.0,0.0,0.0,0.651,0.772,0.848,0.886,0.567,12.417,13.191,13.794,14.095,11.95,19.04.24 - 07:04
255,0.039999999999999994,0.004,0.008,0.504,0.668,0.779,0.834,0.5,-1,0.0,0.0,0.0,0.0,0.0,0.504,0.668,0.779,0.834,0.5,10.858,12.222,13.148,13.611,10.483,19.04.24 - 07:05
256,0.039999999999999994,0.004,0.01,0.47,0.603,0.726,0.795,0.417,-1,0.0,0.0,0.0,0.0,0.0,0.47,0.603,0.726,0.795,0.417,10.398,11.551,12.626,13.219,10.183,19.04.24 - 07:05
257,0.039999999999999994,0.004,0.012,0.457,0.528,0.676,0.757,0.4,-1,0.0,0.0,0.0,0.0,0.0,0.457,0.528,0.676,0.757,0.4,9.719,10.385,11.842,12.632,9.267,19.04.24 - 07:06
258,0.039999999999999994,0.004,0.014,0.377,0.447,0.613,0.71,0.35,-1,0.0,0.0,0.0,0.0,0.0,0.377,0.447,0.613,0.71,0.35,8.877,9.804,11.391,12.294,7.867,19.04.24 - 07:07
259,0.039999999999999994,0.004,0.016,0.351,0.422,0.572,0.679,0.317,-1,0.0,0.0,0.0,0.0,0.0,0.351,0.422,0.572,0.679,0.317,8.619,9.753,11.206,12.155,7.817,19.04.24 - 07:07
260,0.039999999999999994,0.004,0.018000000000000002,0.334,0.396,0.537,0.653,0.333,-1,0.0,0.0,0.0,0.0,0.0,0.334,0.396,0.537,0.653,0.333,8.315,9.336,10.662,11.747,7.867,19.04.24 - 07:08
261,0.039999999999999994,0.004,0.02,0.323,0.385,0.515,0.636,0.267,-1,0.0,0.0,0.0,0.0,0.0,0.323,0.385,0.515,0.636,0.267,7.747,8.482,9.984,11.238,7.133,19.04.24 - 07:08
262,0.039999999999999994,0.004,0.022000000000000002,0.252,0.325,0.457,0.593,0.183,9.0,0.0,0.0,0.0,0.0,0.0,0.252,0.325,0.457,0.593,0.183,7.113,7.968,9.481,10.861,6.083,19.04.24 - 07:09
263,0.039999999999999994,0.004,0.024,0.215,0.281,0.403,0.552,0.133,25.0,0.0,0.0,0.0,0.0,0.0,0.215,0.281,0.403,0.552,0.133,6.74,7.437,8.921,10.44,6.033,19.04.24 - 07:09
264,0.049999999999999996,0.0005,0.004,0.283,0.281,0.294,0.431,0.283,-1,0.283,0.275,0.236,0.177,0.283,0.0,0.011,0.068,0.261,0.0,4.217,4.442,5.397,7.426,4.217,19.04.24 - 07:10
265,0.049999999999999996,0.0005,0.006,0.159,0.164,0.215,0.366,0.15,19.0,0.148,0.145,0.146,0.109,0.15,0.011,0.02,0.074,0.259,0.0,4.328,4.518,5.558,7.522,4.133,19.04.24 - 07:11
266,0.049999999999999996,0.0005,0.008,0.083,0.1,0.159,0.324,0.083,29.0,0.083,0.086,0.095,0.071,0.083,0.0,0.016,0.071,0.258,0.0,3.993,4.505,5.496,7.423,3.833,19.04.24 - 07:11
267,0.049999999999999996,0.0005,0.01,0.05,0.054,0.111,0.283,0.05,30.0,0.05,0.051,0.067,0.051,0.05,0.0,0.004,0.047,0.234,0.0,3.85,3.949,4.97,7.027,3.85,19.04.24 - 07:12
268,0.049999999999999996,0.0005,0.012,0.065,0.08,0.139,0.304,0.05,45.0,0.065,0.079,0.101,0.081,0.05,0.0,0.001,0.044,0.228,0.0,3.47,3.765,4.728,6.816,3.45,19.04.24 - 07:13
269,0.049999999999999996,0.0005,0.014,0.093,0.088,0.133,0.3,0.133,10.0,0.093,0.088,0.103,0.084,0.133,0.0,0.0,0.034,0.222,0.0,3.833,3.849,4.723,6.856,3.833,19.04.24 - 07:13
270,0.049999999999999996,0.0005,0.016,0.075,0.066,0.108,0.278,0.083,20.0,0.075,0.059,0.062,0.049,0.083,0.0,0.007,0.047,0.23,0.0,3.717,3.929,4.652,6.775,3.717,19.04.24 - 07:14
271,0.049999999999999996,0.0005,0.018000000000000002,0.16,0.128,0.16,0.319,0.197,4.0,0.18,0.14,0.143,0.117,0.217,0.0,0.0,0.028,0.212,0.0,3.639,3.725,4.524,6.686,3.583,19.04.24 - 07:15
272,0.049999999999999996,0.0005,0.02,0.173,0.149,0.163,0.317,0.254,-1,0.183,0.151,0.137,0.112,0.267,0.001,0.003,0.031,0.212,0.017,3.646,3.736,4.416,6.522,3.9,19.04.24 - 07:16
273,0.049999999999999996,0.0005,0.022000000000000002,0.227,0.201,0.188,0.334,0.233,-1,0.233,0.208,0.179,0.148,0.233,0.0,0.0,0.014,0.19,0.0,3.767,3.767,4.215,6.316,3.767,19.04.24 - 07:16
274,0.049999999999999996,0.0005,0.024,0.18,0.165,0.177,0.321,0.197,2.0,0.202,0.185,0.175,0.147,0.217,0.0,0.0,0.017,0.189,0.0,3.619,3.621,4.086,6.213,3.75,19.04.24 - 07:17
275,0.049999999999999996,0.001,0.004,0.225,0.215,0.253,0.403,0.217,4.0,0.225,0.193,0.153,0.115,0.217,0.002,0.03,0.11,0.296,0.0,4.097,4.713,6.127,8.039,4.017,19.04.24 - 07:18
