experiment_subnum,plasticity.lambda_plus,plasticity.lambda_minus,plasticity.lambda_h,plasticity.tau_plus,num-epochs_avg,error_running-avg-0.25,error_running-avg-0.5,error_running-avg-0.75,error_running-avg-1.0,error_last,false_positive_running-avg-0.25,false_positive_running-avg-0.5,false_positive_running-avg-0.75,false_positive_running-avg-1.0,false_positive_last,false_negative_running-avg-0.25,false_negative_running-avg-0.5,false_negative_running-avg-0.75,false_negative_running-avg-1.0,false_negative_last,active_somas_running-avg-0.25,active_somas_running-avg-0.5,active_somas_running-avg-0.75,active_somas_running-avg-1.0,active_somas_last,time_finished
910,0.18000000000000005,0.005,0.015,15,39,0.073,0.137,0.237,0.394,0.074,0.039,0.027,0.018,0.014,0.033,0.039,0.117,0.224,0.384,0.05,5.971,6.847,7.829,9.305,5.45,22.05.24 - 18:00
911,0.14,0.003,0.015,17,28,0.107,0.107,0.149,0.305,0.067,0.091,0.089,0.084,0.063,0.067,0.019,0.024,0.074,0.249,0.0,4.38,4.701,5.693,7.508,3.95,22.05.24 - 18:01
912,0.16000000000000003,0.003,0.019999999999999997,21,26,0.018,0.022,0.064,0.181,0.017,0.017,0.02,0.052,0.053,0.017,0.001,0.002,0.014,0.133,0.0,3.776,3.862,4.328,5.84,3.9,22.05.24 - 18:01
913,0.13,0.0045000000000000005,0.03,21,-1,0.496,0.498,0.502,0.56,0.38,0.126,0.126,0.133,0.105,0.1,0.401,0.405,0.404,0.483,0.3,10.213,10.299,10.413,10.958,9.217,22.05.24 - 18:02
914,0.16000000000000003,0.003,0.03,18,29,0.042,0.057,0.088,0.222,0.017,0.042,0.057,0.071,0.062,0.017,0.0,0.001,0.019,0.164,0.0,3.75,3.796,4.299,6.13,3.75,22.05.24 - 18:02
915,0.14,0.005,0.019999999999999997,16,43,0.06,0.134,0.238,0.405,0.033,0.008,0.004,0.003,0.002,0.017,0.052,0.131,0.236,0.403,0.017,5.557,6.439,7.677,9.296,4.9,22.05.24 - 18:03
916,0.15000000000000002,0.003,0.03,18,26,0.02,0.041,0.074,0.222,0.017,0.02,0.039,0.057,0.048,0.017,0.0,0.001,0.018,0.176,0.0,3.783,3.841,4.358,6.291,3.783,22.05.24 - 18:04
917,0.18000000000000005,0.004,0.019999999999999997,22,-1,0.217,0.217,0.217,0.284,0.217,0.217,0.217,0.217,0.186,0.217,0.0,0.0,0.0,0.101,0.0,4.333,4.333,4.369,5.682,4.333,22.05.24 - 18:04
918,0.18000000000000005,0.005,0.015,21,-1,0.25,0.238,0.228,0.305,0.25,0.25,0.238,0.227,0.182,0.25,0.0,0.0,0.003,0.126,0.0,4.317,4.312,4.439,5.946,4.317,22.05.24 - 18:05
919,0.15000000000000002,0.0035,0.019999999999999997,15,39,0.067,0.116,0.205,0.376,0.05,0.054,0.063,0.048,0.036,0.05,0.017,0.061,0.166,0.347,0.0,4.618,5.51,6.858,8.63,3.967,22.05.24 - 18:05
920,0.13,0.005,0.024999999999999998,17,36,0.007,0.048,0.144,0.33,0.0,0.004,0.008,0.006,0.004,0.0,0.002,0.04,0.139,0.326,0.0,4.193,5.049,6.362,8.262,3.75,22.05.24 - 18:06
921,0.17000000000000004,0.005,0.03,15,35,0.002,0.041,0.132,0.318,0.0,0.002,0.009,0.008,0.006,0.0,0.0,0.033,0.126,0.313,0.0,4.09,4.873,6.169,8.1,3.817,22.05.24 - 18:07
922,0.14,0.005,0.01,16,48,0.176,0.258,0.336,0.48,0.117,0.007,0.003,0.002,0.002,0.017,0.172,0.256,0.335,0.479,0.1,7.033,7.922,8.71,10.072,6.133,22.05.24 - 18:07
923,0.17000000000000004,0.0045000000000000005,0.019999999999999997,16,35,0.071,0.112,0.176,0.326,0.05,0.06,0.079,0.07,0.052,0.05,0.011,0.04,0.115,0.28,0.0,4.113,4.903,6.14,7.845,3.967,22.05.24 - 18:08
924,0.17000000000000004,0.004,0.019999999999999997,21,31,0.018,0.029,0.074,0.188,0.017,0.016,0.024,0.06,0.058,0.0,0.002,0.006,0.016,0.134,0.017,3.79,3.989,4.507,5.977,3.917,22.05.24 - 18:08
925,0.18000000000000005,0.004,0.024999999999999998,16,32,0.033,0.065,0.119,0.278,0.017,0.033,0.057,0.067,0.05,0.017,0.0,0.009,0.057,0.232,0.0,3.916,4.186,5.198,7.107,3.8,22.05.24 - 18:09
926,0.16000000000000003,0.003,0.024999999999999998,15,35,0.033,0.068,0.139,0.313,0.017,0.033,0.05,0.055,0.041,0.017,0.0,0.021,0.09,0.277,0.0,3.8,4.427,5.642,7.611,3.733,22.05.24 - 18:09
927,0.18000000000000005,0.0035,0.019999999999999997,18,21,0.068,0.068,0.082,0.217,0.067,0.066,0.067,0.073,0.063,0.067,0.002,0.002,0.012,0.158,0.0,3.922,4.027,4.477,6.237,4.0,22.05.24 - 18:10
928,0.15000000000000002,0.0035,0.01,18,-1,0.281,0.265,0.251,0.37,0.3,0.281,0.264,0.223,0.167,0.3,0.0,0.002,0.036,0.209,0.0,4.183,4.302,5.059,6.908,4.183,22.05.24 - 18:11
929,0.14,0.003,0.01,17,-1,0.259,0.249,0.255,0.388,0.267,0.259,0.239,0.187,0.14,0.267,0.0,0.016,0.077,0.255,0.0,4.292,4.675,5.688,7.529,4.2,22.05.24 - 18:11
930,0.17000000000000004,0.0045000000000000005,0.019999999999999997,18,21,0.072,0.091,0.109,0.25,0.067,0.072,0.083,0.082,0.065,0.067,0.0,0.009,0.033,0.191,0.0,4.044,4.29,4.953,6.718,3.967,22.05.24 - 18:12
931,0.18000000000000005,0.0045000000000000005,0.024999999999999998,17,28,0.044,0.069,0.114,0.263,0.033,0.044,0.063,0.075,0.058,0.033,0.0,0.007,0.046,0.21,0.0,3.778,4.008,4.902,6.785,3.767,22.05.24 - 18:13
932,0.16000000000000003,0.0035,0.019999999999999997,19,21,0.067,0.07,0.084,0.218,0.067,0.067,0.068,0.074,0.063,0.067,0.0,0.002,0.013,0.158,0.0,3.908,3.977,4.477,6.237,3.783,22.05.24 - 18:13
933,0.15000000000000002,0.003,0.01,18,-1,0.293,0.287,0.274,0.385,0.3,0.293,0.287,0.253,0.191,0.3,0.0,0.0,0.026,0.198,0.0,4.35,4.409,5.053,6.89,4.35,22.05.24 - 18:14
934,0.14,0.005,0.015,20,26,0.08,0.076,0.116,0.259,0.117,0.077,0.069,0.077,0.058,0.1,0.003,0.009,0.047,0.206,0.017,3.86,4.048,5.003,6.781,3.817,22.05.24 - 18:14
935,0.18000000000000005,0.003,0.024999999999999998,18,22,0.053,0.063,0.089,0.218,0.05,0.053,0.063,0.076,0.07,0.05,0.0,0.0,0.015,0.153,0.0,3.783,3.861,4.267,6.034,3.783,22.05.24 - 18:15
936,0.16000000000000003,0.005,0.019999999999999997,22,24,0.019,0.021,0.059,0.18,0.017,0.016,0.017,0.043,0.043,0.017,0.003,0.003,0.018,0.141,0.0,3.908,3.939,4.451,5.984,3.8,22.05.24 - 18:15
937,0.16000000000000003,0.0035,0.019999999999999997,16,32,0.075,0.107,0.166,0.318,0.05,0.073,0.083,0.084,0.063,0.05,0.002,0.026,0.09,0.261,0.0,3.961,4.614,5.789,7.583,3.95,22.05.24 - 18:16
938,0.13,0.0035,0.019999999999999997,19,25,0.054,0.082,0.121,0.269,0.05,0.054,0.073,0.081,0.063,0.05,0.0,0.011,0.047,0.211,0.0,3.95,4.209,5.049,6.892,3.867,22.05.24 - 18:17
939,0.17000000000000004,0.005,0.03,19,24,0.017,0.033,0.068,0.206,0.017,0.017,0.033,0.053,0.046,0.017,0.0,0.0,0.017,0.164,0.0,3.783,3.838,4.328,6.152,3.783,22.05.24 - 18:17
940,0.15000000000000002,0.0035,0.024999999999999998,19,30,0.046,0.066,0.098,0.23,0.017,0.046,0.064,0.077,0.064,0.017,0.0,0.003,0.024,0.17,0.0,3.828,3.894,4.482,6.277,3.817,22.05.24 - 18:18
941,0.17000000000000004,0.005,0.019999999999999997,17,30,0.072,0.104,0.149,0.296,0.033,0.068,0.081,0.073,0.055,0.033,0.008,0.031,0.084,0.248,0.0,4.132,4.732,5.758,7.474,3.95,22.05.24 - 18:18
942,0.15000000000000002,0.0035,0.024999999999999998,15,37,0.016,0.064,0.148,0.335,0.0,0.01,0.037,0.035,0.026,0.0,0.006,0.031,0.119,0.313,0.0,4.019,4.793,6.081,8.066,3.7,22.05.24 - 18:19
943,0.15000000000000002,0.0045000000000000005,0.024999999999999998,21,-1,0.347,0.359,0.373,0.437,0.254,0.132,0.144,0.153,0.125,0.1,0.236,0.24,0.245,0.335,0.183,8.212,8.339,8.49,9.305,7.883,22.05.24 - 18:19
944,0.15000000000000002,0.0045000000000000005,0.01,17,-1,0.174,0.168,0.215,0.368,0.167,0.168,0.134,0.096,0.072,0.167,0.013,0.041,0.126,0.301,0.0,4.888,5.277,6.365,8.122,4.517,22.05.24 - 18:20
945,0.17000000000000004,0.0045000000000000005,0.01,22,-1,0.291,0.287,0.277,0.342,0.3,0.291,0.287,0.277,0.225,0.3,0.0,0.0,0.0,0.12,0.0,4.417,4.417,4.444,5.886,4.417,22.05.24 - 18:21
946,0.14,0.005,0.015,15,-1,0.294,0.342,0.427,0.559,0.25,0.0,0.0,0.0,0.0,0.0,0.294,0.342,0.427,0.559,0.25,7.942,8.679,9.573,10.824,7.033,22.05.24 - 18:21
947,0.18000000000000005,0.0035,0.019999999999999997,22,-1,0.254,0.241,0.234,0.294,0.267,0.254,0.241,0.234,0.196,0.267,0.0,0.0,0.0,0.1,0.0,4.367,4.363,4.376,5.654,4.367,22.05.24 - 18:22
948,0.18000000000000005,0.004,0.024999999999999998,18,20,0.033,0.043,0.076,0.213,0.033,0.033,0.043,0.06,0.051,0.033,0.0,0.0,0.02,0.166,0.0,3.717,3.782,4.366,6.168,3.717,22.05.24 - 18:22
949,0.16000000000000003,0.0045000000000000005,0.03,22,-1,0.347,0.341,0.354,0.416,0.458,0.132,0.133,0.147,0.127,0.117,0.236,0.23,0.233,0.312,0.4,8.62,8.584,8.635,9.287,9.8,22.05.24 - 18:23
950,0.14,0.004,0.019999999999999997,22,59,0.113,0.087,0.114,0.235,0.083,0.059,0.048,0.059,0.057,0.017,0.056,0.041,0.057,0.183,0.067,5.212,5.136,5.476,6.929,5.083,22.05.24 - 18:23
951,0.15000000000000002,0.005,0.024999999999999998,20,-1,0.328,0.341,0.355,0.436,0.3,0.207,0.221,0.224,0.173,0.183,0.122,0.122,0.137,0.27,0.117,6.594,6.879,7.289,8.525,6.4,22.05.24 - 18:24
952,0.17000000000000004,0.0045000000000000005,0.019999999999999997,15,40,0.057,0.112,0.198,0.37,0.033,0.038,0.042,0.029,0.022,0.033,0.022,0.078,0.175,0.352,0.0,4.748,5.719,6.976,8.718,4.05,22.05.24 - 18:25
953,0.13,0.003,0.015,15,42,0.157,0.2,0.296,0.45,0.107,0.088,0.073,0.049,0.037,0.083,0.076,0.139,0.256,0.419,0.033,5.807,6.798,8.013,9.548,5.1,22.05.24 - 18:25
954,0.15000000000000002,0.004,0.024999999999999998,15,39,0.021,0.068,0.166,0.352,0.0,0.018,0.024,0.017,0.013,0.0,0.004,0.048,0.151,0.341,0.0,4.339,5.327,6.631,8.513,3.75,22.05.24 - 18:26
955,0.15000000000000002,0.005,0.015,18,24,0.076,0.076,0.125,0.283,0.057,0.066,0.063,0.053,0.04,0.05,0.017,0.023,0.081,0.25,0.017,4.143,4.526,5.557,7.364,3.883,22.05.24 - 18:27
956,0.14,0.003,0.03,17,28,0.021,0.048,0.095,0.258,0.017,0.021,0.043,0.06,0.047,0.017,0.0,0.006,0.038,0.215,0.0,3.793,3.942,4.739,6.761,3.767,22.05.24 - 18:27
957,0.16000000000000003,0.0035,0.019999999999999997,22,26,0.02,0.023,0.047,0.161,0.017,0.02,0.022,0.041,0.045,0.017,0.0,0.001,0.007,0.119,0.0,3.936,3.964,4.137,5.635,3.767,22.05.24 - 18:28
958,0.14,0.0045000000000000005,0.024999999999999998,15,43,0.05,0.118,0.227,0.409,0.017,0.01,0.007,0.005,0.004,0.017,0.04,0.111,0.222,0.405,0.0,5.238,6.116,7.411,9.202,4.333,22.05.24 - 18:28
959,0.18000000000000005,0.0035,0.03,15,31,0.02,0.053,0.112,0.281,0.017,0.02,0.046,0.059,0.044,0.017,0.0,0.008,0.059,0.242,0.0,3.777,4.104,5.15,7.141,3.75,22.05.24 - 18:29
960,0.18000000000000005,0.0035,0.019999999999999997,21,-1,0.16,0.172,0.174,0.251,0.15,0.159,0.171,0.171,0.144,0.15,0.002,0.001,0.004,0.11,0.0,4.3,4.271,4.4,5.739,4.167,22.05.24 - 18:30
961,0.16000000000000003,0.0035,0.03,16,29,0.017,0.042,0.096,0.267,0.017,0.017,0.039,0.054,0.041,0.017,0.0,0.004,0.047,0.231,0.0,3.8,4.059,4.985,7.004,3.8,22.05.24 - 18:30
962,0.17000000000000004,0.004,0.024999999999999998,20,-1,0.215,0.211,0.229,0.318,0.44,0.157,0.153,0.161,0.136,0.25,0.06,0.059,0.069,0.187,0.2,5.259,5.257,5.664,7.045,7.55,22.05.24 - 18:31
963,0.18000000000000005,0.003,0.03,19,22,0.061,0.064,0.086,0.202,0.05,0.061,0.064,0.078,0.073,0.05,0.0,0.0,0.008,0.132,0.0,3.65,3.678,3.934,5.621,3.65,22.05.24 - 18:32
964,0.17000000000000004,0.003,0.019999999999999997,19,29,0.112,0.117,0.134,0.247,0.1,0.11,0.116,0.125,0.108,0.083,0.002,0.001,0.011,0.143,0.017,3.968,4.029,4.38,6.055,4.15,22.05.24 - 18:32
965,0.15000000000000002,0.0035,0.03,19,25,0.017,0.038,0.071,0.209,0.017,0.017,0.037,0.056,0.049,0.017,0.0,0.002,0.017,0.163,0.0,3.717,3.739,4.197,6.054,3.717,22.05.24 - 18:33
966,0.15000000000000002,0.005,0.024999999999999998,17,31,0.02,0.052,0.129,0.297,0.017,0.02,0.037,0.038,0.028,0.017,0.0,0.018,0.097,0.273,0.0,3.892,4.497,5.74,7.601,3.717,22.05.24 - 18:33
967,0.16000000000000003,0.0045000000000000005,0.01,22,-1,0.283,0.282,0.269,0.336,0.283,0.283,0.282,0.268,0.213,0.283,0.0,0.0,0.002,0.127,0.0,4.383,4.382,4.475,5.989,4.383,22.05.24 - 18:34
968,0.17000000000000004,0.005,0.019999999999999997,15,41,0.058,0.124,0.223,0.389,0.033,0.011,0.007,0.004,0.003,0.017,0.047,0.118,0.218,0.386,0.017,5.469,6.272,7.466,9.086,4.333,22.05.24 - 18:35
969,0.13,0.0045000000000000005,0.015,19,26,0.076,0.083,0.134,0.284,0.057,0.067,0.068,0.063,0.047,0.05,0.016,0.023,0.081,0.245,0.017,4.107,4.516,5.57,7.326,3.833,22.05.24 - 18:35
970,0.16000000000000003,0.0035,0.019999999999999997,18,22,0.068,0.088,0.107,0.246,0.067,0.068,0.083,0.086,0.069,0.067,0.001,0.006,0.025,0.182,0.0,3.998,4.183,4.872,6.646,3.867,22.05.24 - 18:36
971,0.13,0.003,0.024999999999999998,17,34,0.037,0.067,0.122,0.292,0.017,0.037,0.057,0.067,0.051,0.017,0.0,0.011,0.061,0.246,0.0,3.773,4.133,5.22,7.212,3.733,22.05.24 - 18:36
972,0.16000000000000003,0.003,0.015,18,28,0.087,0.089,0.108,0.246,0.083,0.087,0.089,0.092,0.075,0.083,0.0,0.0,0.02,0.176,0.0,3.892,3.973,4.531,6.376,4.25,22.05.24 - 18:37
973,0.14,0.004,0.015,18,27,0.068,0.08,0.13,0.289,0.05,0.064,0.071,0.071,0.053,0.05,0.004,0.013,0.066,0.242,0.0,4.012,4.409,5.482,7.332,3.8,22.05.24 - 18:37
974,0.14,0.004,0.015,19,24,0.078,0.079,0.107,0.259,0.067,0.074,0.075,0.076,0.058,0.067,0.003,0.006,0.037,0.206,0.0,3.902,4.143,4.94,6.804,3.667,22.05.24 - 18:38
975,0.18000000000000005,0.0035,0.01,16,-1,0.266,0.251,0.246,0.376,0.283,0.266,0.249,0.196,0.147,0.283,0.0,0.004,0.057,0.235,0.0,4.317,4.59,5.541,7.367,4.317,22.05.24 - 18:39
976,0.13,0.003,0.03,22,-1,0.426,0.421,0.436,0.495,0.474,0.126,0.132,0.15,0.13,0.117,0.319,0.312,0.313,0.392,0.367,9.863,9.718,9.668,10.239,10.217,22.05.24 - 18:39
977,0.14,0.003,0.01,19,-1,0.297,0.29,0.272,0.376,0.3,0.297,0.29,0.259,0.197,0.3,0.0,0.0,0.017,0.183,0.0,4.317,4.323,4.848,6.679,4.317,22.05.24 - 18:40
978,0.14,0.003,0.015,22,-1,0.228,0.222,0.216,0.298,0.233,0.228,0.222,0.216,0.175,0.233,0.0,0.0,0.001,0.127,0.0,4.248,4.241,4.416,5.946,4.25,22.05.24 - 18:41
979,0.13,0.0045000000000000005,0.015,17,35,0.122,0.13,0.218,0.38,0.1,0.066,0.05,0.034,0.025,0.067,0.067,0.088,0.19,0.359,0.033,5.451,6.237,7.313,8.918,4.8,22.05.24 - 18:41
980,0.17000000000000004,0.003,0.03,16,31,0.038,0.062,0.1,0.257,0.017,0.038,0.058,0.069,0.054,0.017,0.0,0.004,0.035,0.207,0.0,3.761,3.887,4.655,6.642,3.75,22.05.24 - 18:42
981,0.16000000000000003,0.0045000000000000005,0.024999999999999998,16,32,0.028,0.062,0.136,0.306,0.017,0.027,0.046,0.043,0.032,0.017,0.002,0.02,0.1,0.279,0.0,3.979,4.562,5.813,7.709,3.933,22.05.24 - 18:42
982,0.16000000000000003,0.005,0.019999999999999997,17,32,0.063,0.096,0.16,0.313,0.05,0.053,0.068,0.063,0.048,0.05,0.011,0.033,0.105,0.272,0.0,3.993,4.691,5.923,7.677,3.917,22.05.24 - 18:43
983,0.15000000000000002,0.005,0.03,18,25,0.017,0.031,0.082,0.246,0.017,0.017,0.027,0.043,0.033,0.017,0.0,0.004,0.044,0.217,0.0,3.743,3.925,4.814,6.776,3.717,22.05.24 - 18:44
984,0.14,0.0045000000000000005,0.019999999999999997,22,57,0.115,0.154,0.15,0.261,0.033,0.054,0.075,0.074,0.064,0.0,0.063,0.083,0.081,0.203,0.033,5.653,5.979,6.085,7.409,4.45,22.05.24 - 18:44
985,0.16000000000000003,0.0035,0.01,15,44,0.099,0.146,0.246,0.401,0.067,0.05,0.054,0.039,0.029,0.05,0.053,0.097,0.211,0.375,0.017,5.423,6.251,7.435,9.01,4.767,22.05.24 - 18:45
986,0.13,0.005,0.019999999999999997,21,-1,0.33,0.359,0.377,0.457,0.247,0.107,0.122,0.125,0.095,0.083,0.239,0.253,0.274,0.379,0.183,7.948,8.199,8.582,9.498,7.217,22.05.24 - 18:45
987,0.18000000000000005,0.0045000000000000005,0.024999999999999998,20,-1,0.164,0.173,0.197,0.296,0.567,0.118,0.126,0.136,0.12,0.3,0.047,0.047,0.063,0.18,0.267,4.741,4.784,5.152,6.654,8.15,22.05.24 - 18:46
988,0.13,0.0035,0.024999999999999998,16,35,0.03,0.072,0.152,0.336,0.017,0.027,0.05,0.043,0.032,0.017,0.003,0.026,0.116,0.309,0.0,4.121,4.829,6.123,8.083,3.967,22.05.24 - 18:47
989,0.18000000000000005,0.0035,0.015,20,-1,0.317,0.316,0.309,0.367,0.317,0.317,0.316,0.309,0.249,0.317,0.0,0.0,0.001,0.121,0.0,4.417,4.417,4.493,5.977,4.417,22.05.24 - 18:47
990,0.13,0.0045000000000000005,0.019999999999999997,20,-1,0.281,0.285,0.316,0.419,0.397,0.183,0.171,0.172,0.131,0.217,0.101,0.119,0.155,0.297,0.2,6.071,6.44,7.166,8.519,7.25,22.05.24 - 18:48
991,0.14,0.0045000000000000005,0.01,17,47,0.077,0.124,0.21,0.369,0.04,0.046,0.049,0.036,0.027,0.033,0.039,0.081,0.179,0.346,0.017,5.114,5.851,6.966,8.605,4.583,22.05.24 - 18:49
992,0.16000000000000003,0.004,0.03,19,25,0.018,0.039,0.07,0.207,0.017,0.018,0.039,0.057,0.05,0.017,0.0,0.0,0.015,0.16,0.0,3.767,3.801,4.252,6.075,3.767,22.05.24 - 18:49
993,0.18000000000000005,0.0045000000000000005,0.01,21,-1,0.283,0.282,0.27,0.338,0.283,0.283,0.282,0.27,0.218,0.283,0.0,0.0,0.001,0.123,0.0,4.367,4.365,4.427,5.917,4.367,22.05.24 - 18:50
994,0.17000000000000004,0.0045000000000000005,0.019999999999999997,19,20,0.067,0.062,0.076,0.213,0.067,0.067,0.062,0.067,0.056,0.067,0.0,0.0,0.012,0.16,0.0,3.85,3.967,4.419,6.212,3.683,22.05.24 - 18:50
995,0.17000000000000004,0.003,0.015,16,30,0.083,0.09,0.135,0.294,0.083,0.082,0.082,0.086,0.064,0.083,0.002,0.011,0.057,0.235,0.0,4.23,4.517,5.489,7.337,4.283,22.05.24 - 18:51
996,0.14,0.0045000000000000005,0.03,20,-1,0.421,0.438,0.451,0.512,0.507,0.224,0.236,0.235,0.182,0.25,0.199,0.208,0.227,0.342,0.267,7.869,8.195,8.503,9.486,8.017,22.05.24 - 18:52
997,0.17000000000000004,0.005,0.03,22,-1,0.293,0.314,0.306,0.375,0.394,0.12,0.137,0.131,0.114,0.183,0.193,0.2,0.197,0.281,0.25,7.926,8.058,7.913,8.739,9.017,22.05.24 - 18:52
998,0.16000000000000003,0.004,0.019999999999999997,18,22,0.067,0.082,0.111,0.259,0.05,0.067,0.078,0.084,0.067,0.05,0.0,0.004,0.033,0.198,0.0,3.971,4.133,4.871,6.746,3.717,22.05.24 - 18:53
999,0.17000000000000004,0.0035,0.03,15,30,0.017,0.047,0.114,0.292,0.017,0.017,0.038,0.051,0.038,0.017,0.0,0.009,0.067,0.257,0.0,3.843,4.161,5.284,7.325,3.75,22.05.24 - 18:54
1000,0.13,0.0045000000000000005,0.015,15,-1,0.261,0.319,0.41,0.552,0.2,0.0,0.0,0.0,0.0,0.0,0.261,0.319,0.41,0.552,0.2,7.706,8.469,9.489,10.814,6.417,22.05.24 - 18:54
1001,0.13,0.005,0.01,20,-1,0.21,0.202,0.208,0.338,0.217,0.21,0.198,0.154,0.116,0.217,0.0,0.006,0.061,0.228,0.0,4.183,4.465,5.369,7.142,4.183,22.05.24 - 18:55
1002,0.14,0.003,0.015,21,-1,0.164,0.171,0.174,0.276,0.167,0.159,0.169,0.168,0.136,0.167,0.006,0.003,0.008,0.144,0.0,4.341,4.339,4.547,6.164,4.15,22.05.24 - 18:55
1003,0.16000000000000003,0.003,0.024999999999999998,19,21,0.052,0.06,0.087,0.217,0.05,0.052,0.06,0.074,0.068,0.05,0.0,0.0,0.014,0.152,0.0,3.75,3.809,4.219,6.006,3.75,22.05.24 - 18:56
1004,0.18000000000000005,0.0035,0.019999999999999997,15,33,0.077,0.112,0.175,0.334,0.05,0.073,0.083,0.079,0.059,0.05,0.004,0.033,0.104,0.281,0.0,4.017,4.731,5.96,7.791,3.983,22.05.24 - 18:57
1005,0.14,0.005,0.03,21,-1,0.478,0.479,0.483,0.537,0.407,0.119,0.128,0.13,0.102,0.067,0.389,0.387,0.39,0.465,0.35,10.021,10.037,10.139,10.706,9.85,22.05.24 - 18:57
1006,0.18000000000000005,0.003,0.019999999999999997,18,25,0.074,0.074,0.091,0.222,0.067,0.073,0.072,0.084,0.073,0.067,0.001,0.002,0.01,0.153,0.0,3.873,3.938,4.393,6.128,3.95,22.05.24 - 18:58
1007,0.18000000000000005,0.0035,0.015,16,26,0.078,0.085,0.121,0.28,0.083,0.074,0.076,0.072,0.054,0.083,0.004,0.014,0.056,0.231,0.0,4.049,4.393,5.329,7.194,4.183,22.05.24 - 18:58
1008,0.15000000000000002,0.004,0.019999999999999997,16,35,0.055,0.107,0.178,0.345,0.033,0.049,0.069,0.056,0.042,0.033,0.007,0.043,0.129,0.309,0.0,4.118,4.926,6.261,8.111,3.9,22.05.24 - 18:59
1009,0.14,0.004,0.019999999999999997,15,44,0.054,0.13,0.239,0.412,0.017,0.012,0.01,0.007,0.005,0.0,0.042,0.121,0.232,0.408,0.017,5.469,6.37,7.611,9.3,4.717,22.05.24 - 19:00
1010,0.14,0.004,0.015,21,43,0.054,0.111,0.132,0.252,0.017,0.042,0.084,0.099,0.08,0.017,0.012,0.027,0.036,0.176,0.0,4.274,4.713,5.033,6.605,3.9,22.05.24 - 19:00
1011,0.15000000000000002,0.0045000000000000005,0.024999999999999998,15,42,0.027,0.088,0.199,0.382,0.0,0.009,0.011,0.007,0.005,0.0,0.018,0.079,0.193,0.378,0.0,4.942,5.825,7.147,8.952,4.167,22.05.24 - 19:01
1012,0.15000000000000002,0.0035,0.024999999999999998,17,31,0.03,0.062,0.113,0.273,0.017,0.03,0.056,0.066,0.05,0.017,0.0,0.007,0.051,0.226,0.0,3.76,4.044,5.013,6.992,3.733,22.05.24 - 19:02
1013,0.14,0.004,0.024999999999999998,15,39,0.05,0.096,0.199,0.383,0.033,0.029,0.024,0.016,0.012,0.033,0.021,0.073,0.184,0.371,0.0,4.681,5.57,6.912,8.776,4.117,22.05.24 - 19:02
1014,0.16000000000000003,0.005,0.019999999999999997,20,-1,0.148,0.136,0.153,0.278,0.533,0.11,0.101,0.105,0.087,0.283,0.038,0.036,0.05,0.195,0.25,4.582,4.618,5.129,6.805,8.033,22.05.24 - 19:03
1015,0.15000000000000002,0.0045000000000000005,0.03,17,27,0.017,0.036,0.093,0.265,0.017,0.017,0.031,0.043,0.032,0.017,0.0,0.006,0.055,0.237,0.0,3.837,4.088,5.087,7.08,3.783,22.05.24 - 19:03
1016,0.13,0.0045000000000000005,0.01,18,46,0.106,0.153,0.211,0.365,0.074,0.072,0.092,0.069,0.051,0.05,0.042,0.07,0.151,0.32,0.033,4.938,5.558,6.627,8.319,4.217,22.05.24 - 19:04
1017,0.17000000000000004,0.003,0.01,19,-1,0.3,0.295,0.285,0.362,0.3,0.3,0.295,0.283,0.221,0.3,0.0,0.0,0.003,0.144,0.0,4.433,4.433,4.616,6.273,4.433,22.05.24 - 19:05
1018,0.15000000000000002,0.004,0.019999999999999997,17,33,0.063,0.097,0.155,0.309,0.033,0.062,0.076,0.078,0.058,0.033,0.002,0.024,0.086,0.257,0.0,3.956,4.528,5.668,7.486,3.917,22.05.24 - 19:05
1019,0.13,0.004,0.015,20,-1,0.112,0.093,0.118,0.265,0.6,0.092,0.079,0.082,0.063,0.333,0.02,0.016,0.043,0.207,0.267,4.308,4.328,5.027,6.851,8.5,22.05.24 - 19:06
1020,0.17000000000000004,0.003,0.024999999999999998,20,-1,0.206,0.218,0.225,0.314,0.15,0.173,0.179,0.179,0.155,0.15,0.033,0.04,0.047,0.163,0.0,5.038,5.199,5.408,6.774,4.583,22.05.24 - 19:06
1021,0.13,0.0035,0.024999999999999998,22,-1,0.334,0.346,0.365,0.433,0.221,0.109,0.128,0.14,0.116,0.067,0.244,0.237,0.247,0.338,0.183,8.562,8.596,8.711,9.467,8.45,22.05.24 - 19:07
1022,0.13,0.004,0.03,22,-1,0.446,0.456,0.473,0.523,0.29,0.122,0.139,0.147,0.121,0.083,0.346,0.347,0.357,0.429,0.217,9.767,9.844,9.847,10.441,8.717,22.05.24 - 19:08
1023,0.16000000000000003,0.0045000000000000005,0.01,18,-1,0.27,0.262,0.254,0.373,0.283,0.27,0.26,0.21,0.158,0.283,0.0,0.003,0.051,0.22,0.0,4.3,4.497,5.368,7.132,4.3,22.05.24 - 19:08
1024,0.14,0.0045000000000000005,0.01,19,-1,0.262,0.248,0.243,0.364,0.267,0.262,0.245,0.195,0.146,0.267,0.0,0.004,0.054,0.223,0.0,4.267,4.476,5.332,7.114,4.267,22.05.24 - 19:09
1025,0.16000000000000003,0.003,0.024999999999999998,18,20,0.067,0.071,0.105,0.242,0.067,0.067,0.069,0.084,0.07,0.067,0.0,0.001,0.023,0.175,0.0,3.75,3.823,4.457,6.308,3.75,22.05.24 - 19:09
